"","x"
"233","oldsschwartzwillie1980p40"
"234","caution"
"235","always"
"236","start"
"237","well"
"238","articulated"
"239","arise"
"240","elspethhuxley1959"
"241","best"
"242","way"
"243","find"
"244","fire"
"245","like"
"246","firing"
"247","gun"
"248","bang"
"249","goes"
"250","everything"
"251","takes"
"252","flight"
"253","runs"
"254","shelter"
"255","sit"
"256","quite"
"257","still"
"258","pretend"
"259","looking"
"260","little"
"261","facts"
"262","will"
"263","come"
"264","peck"
"265","round"
"266","feet"
"267","situations"
"268","venture"
"269","forth"
"270","thickets"
"271","intentions"
"272","creep"
"273","sun"
"274","stone"
"275","patient"
"276","see"
"277","understand"
"278","great"
"279","deal"
"280","man"
"281","p272"
"282","relates"
"283","varieties"
"284","possible"
"285","many"
"286","ways"
"287","become"
"288","suggests"
"289","require"
"290","diverse"
"291","challenging"
"292","materials"
"293","problems"
"294","includes"
"295","interactions"
"296","also"
"297","moral"
"298","physical"
"299","emotional"
"300","aesthetic"
"301","practical"
"302","inherent"
"303","enhancements"
"304","addons"
"305","investigation"
"306","gather"
"307","information"
"308","craft"
"309","experiment"
"310","observe"
"311","interview"
"312","recast"
"313","refine"
"314","line"
"315","query"
"316","plunge"
"317","anticipate"
"318","gathering"
"319","stage"
"320","becomes"
"321","selfmotivated"
"322","owned"
"323","picks"
"324","deweys"
"325","term"
"326","means"
"327","handson"
"328","implies"
"329","creation"
"330","meaning"
"331","forms"
"332","collaborating"
"333","roles"
"334","collaborators"
"335","coalesce"
"336","makes"
"337","connections"
"338","ability"
"339","synthesize"
"340","creative"
"341","spark"
"342","now"
"343","undertakes"
"344","task"
"345","shaping"
"346","significant"
"347","thoughts"
"348","theories"
"349","extending"
"350","hisher"
"351","prior"
"352","implicit"
"353","although"
"354","personal"
"355","aspect"
"356","social"
"357","arrangements"
"358","involves"
"359","listening"
"360","articulating"
"361","understandings"
"362","discussion"
"363","enterprise"
"364","share"
"365","shared"
"366","building"
"367","take"
"368","greater"
"369","relevance"
"370","context"
"371","society"
"372","compare"
"373","notes"
"374","conclusions"
"375","multiple"
"376","media"
"377","online"
"378","networks"
"379","tells"
"380","inquirer"
"381","recognize"
"382","say"
"383","whether"
"384","transformed"
"385","later"
"386","work"
"387","sch<U+00A8>on1987"
"388","expressing"
"389","thereby"
"390","able"
"391","move"
"392","concepts"
"393","mean"
"394","recognizing"
"395","indeterminacies"
"396","leading"
"397","continuing"
"398","taking"
"399","time"
"400","back"
"401","initial"
"402","research"
"403","made"
"404","inventory"
"405","observations"
"406","decisions"
"407","solution"
"408","light"
"409","might"
"410","circle"
"411","break"
"412","structural"
"413","pedagogy"
"414","whereby"
"415","pupils"
"416","learned"
"417","designing"
"418","class"
"419","activities"
"420","teacher"
"421","created"
"422","conditions"
"423","left"
"424","unsupported"
"425","draw"
"426","manage"
"427","direct"
"428","impulses"
"429","toward"
"430","project"
"431","goals"
"432","often"
"433","guided"
"434","classroom"
"435","times"
"436","seeking"
"437","arouse"
"438","specifying"
"439","individual"
"440","within"
"441","group"
"442","encouraging"
"443","functions"
"444","involved"
"445","directing"
"446","modeling"
"447","scaffolding"
"448","primary"
"449","education"
"450","ahead"
"451","signature"
"452","sharply"
"453","defined"
"454","instead"
"455","needs"
"456","set"
"457","conceptions"
"458","open"
"459","ended"
"460","authors"
"461","argued"
"462","general"
"463","productive"
"464","literacy"
"465","unlikely"
"466","empirical"
"467","results"
"468","alone"
"469","theoretical"
"470","analysis"
"471","removed"
"472","sense"
"473","grow"
"474","experimental"
"475","knowing"
"476","attends"
"477","teachers"
"478","actually"
"479","seeks"
"480","terms"
"481","deeper"
"482","wide"
"483","range"
"484","shows"
"485","value"
"486","centered"
"487","oriented"
"488","developing"
"489","powerful"
"490","environments"
"491","use"
"492","ends"
"493","make"
"494","lives"
"495","reported"
"496","detail"
"497","actual"
"498","classrooms"
"499","employ"
"500","soundness"
"501","viability"
"502","enriched"
"503","enhance"
"504","enable"
"505","offering"
"506","entry"
"507","points"
"508","pictures"
"509","facilitating"
"510","connection"
"511","sustain"
"512","expansion"
"513","facilitated"
"514","reviewing"
"515","outputs"
"516","photo"
"517","story"
"518","web"
"519","site"
"520","elementary"
"521","schools"
"522","universityschool"
"523","partnerships"
"524","sought"
"525","begin"
"526","understanding"
"527","scientific"
"528","formally"
"529","introducing"
"530","observation"
"531","inference"
"532","evidence"
"533","qualitative"
"534","quantitative"
"535","data"
"536","develop"
"537","confirm"
"538","derived"
"539","using"
"540","senses"
"541","inferences"
"542","logical"
"543","interpretations"
"544","based"
"545","science"
"546","shown"
"547","young"
"548","children"
"549","attain"
"550","informed"
"551","formal"
"552","specific"
"553","provided"
"554","strategies"
"555","attainment"
"556","akersonvolrich2006"
"557","khishfeabdelkhalick2002"
"558","metz2004"
"559","throughout"
"560","documents"
"561","refer"
"562","scientists"
"563","done"
"564","repeatedly"
"565","increasing"
"566","levels"
"567","proficiency"
"568","bybee2011"
"569","michaelsetal2008"
"570","engaging"
"571","crosscutting"
"572","disciplinary"
"573","engineering"
"574","moreover"
"575","embeds"
"576","deeply"
"577","worldview"
"578","nrc2012p42"
"579","good"
"580","framed"
"581","anderson2002"
"582","framework"
"583","instructional"
"584","allow"
"585","construct"
"586","und"
"587","evaluation"
"588","furtaketal2012"
"589","suggested"
"590","defining"
"591","two"
"592","cognitive"
"593","guidance"
"594","regarding"
"595","minneretal2009"
"596","concluded"
"597","actively"
"598","participate"
"599","increases"
"600","conceptual"
"601","p20"
"602","consistently"
"603","duschl2008"
"604","identified"
"605","epistemic"
"606","domain"
"607","principles"
"608","consists"
"609","generated"
"610","comprises"
"611","collaborative"
"612","communicative"
"613","processes"
"614","realize"
"615","curricula"
"616","instance"
"617","include"
"618","cognitively"
"619","tasks"
"620","scientifically"
"621","orientated"
"622","student"
"623","argumentation"
"624","ibse"
"625","commonly"
"626","classified"
"627","according"
"628","degrees"
"629","freedom"
"630","operate"
"631","degree"
"632","belletal2005"
"633","accompanied"
"634","debate"
"635","effectiveness"
"636","minimally"
"637","versus"
"638","hmelosilveretal2007"
"639","kirschneretal2006"
"640","typically"
"641","role"
"642","ie"
"643","ranging"
"644","supported"
"645","however"
"646","curriculum"
"647","peers"
"648","high"
"649","particularly"
"650","fostering"
"651","subject"
"652","matter"
"653","complex"
"654","limited"
"655","hardyetal2006"
"656","large"
"657","body"
"658","far"
"659","proposed"
"660","treagustduit2008"
"661","challenged"
"662","reach"
"663","curricular"
"664","development"
"665","considered"
"666","slow"
"667","gradual"
"668","rather"
"669","dramatic"
"670","gestalttype"
"671","shift"
"672","paradigms"
"673","caravitahallden1994"
"674","spontaneously"
"675","explanations"
"676","phenomena"
"677","daily"
"678","life"
"679","carey2000"
"680","view"
"681","preinstructional"
"682","partially"
"683","entirely"
"684","inadequate"
"685","furthermore"
"686","places"
"687","demands"
"688","language"
"689","analyzing"
"690","summarizing"
"691","presenting"
"692","oral"
"693","written"
"694","formats"
"695","leefradd1998"
"696","sufficient"
"697","needed"
"698","explaining"
"699","participating"
"700","akersonetal2000"
"701","osborneetal2004"
"702","van"
"703","boxteletal2000"
"704","accordingly"
"705","skills"
"706","connected"
"707","tractable"
"708","dificult"
"709","manageable"
"710","additional"
"711","particular"
"712","poor"
"713","hence"
"714","especially"
"715","beneficial"
"716","risk"
"717","achieving"
"718","lamainalapates"
"719","programme"
"720","advocates"
"721","incites"
"722","explore"
"723","around"
"724","experimentation"
"725","acquire"
"726","content"
"727","reason"
"728","master"
"729","french"
"730","shares"
"731","broad"
"732","main"
"733","goal"
"734","contribute"
"735","children<U+2019>s"
"736","creativity"
"737","critical"
"738","thinking"
"739","reasoning"
"740","mastery"
"741","school"
"742","lamainalapates2000"
"743","saltiel2006"
"744","sarmantetal2011"
"745","promotes"
"746","teacher<U+2019>s"
"747","expected"
"748","carry"
"749","experiments"
"750","raise"
"751","suggest"
"752","answers"
"753","vital"
"754","influential"
"755","5e"
"756","model"
"757","bybeeetal2006"
"758","developed"
"759","biological"
"760","sciences"
"761","gets"
"762","phases"
"763","sequence"
"764","instruction"
"765","atkinskarplus1962"
"766","originally"
"767","constituted"
"768","explanation"
"769","concept"
"770","formation"
"771","extension"
"772","3e"
"773","piagets"
"774","mental"
"775","functioning"
"776","marek2008"
"777","established"
"778","constructivist"
"779","approach"
"780","operates"
"781","assumption"
"782","bring"
"783","testing"
"784","existing"
"785","know"
"786","real"
"787","familiar"
"788","easily"
"789","assimilated"
"790","accommodation"
"791","fit"
"792","unfamiliar"
"793","colburn2003"
"794","researchbased"
"795","incorporates"
"796","notion"
"797","place"
"798","setting"
"799","cooperation"
"800","collaboration"
"801","coconstruction"
"802","essential"
"803","itemized"
"804","manner"
"805","effective"
"806","cyclical"
"807","guest"
"808","editorial"
"809","bybee2014"
"810","reflects"
"811","design"
"812","responds"
"813","recommendations"
"814","enumerates"
"815","implications"
"816","usage"
"817","applications"
"818","era"
"819","generation"
"820","standards"
"821","ngss2013"
"822","recommends"
"823","preferable"
"824","timeframe"
"825","longer"
"826","period"
"827","gives"
"828","unit"
"829","spanning"
"830","2<U+2013>3"
"831","weeks"
"832","lose"
"833","bybee"
"834","omitting"
"835","phase"
"836","nrc1999"
"837","rearranging"
"838","renner"
"839","abrahambernie1988"
"840","result"
"841","losing"
"842","integrity"
"843","seem"
"844","inflexible"
"845","suitable"
"846","childhood"
"847","repetition"
"848","chance"
"849","extended"
"850","allowed"
"851","flexibility"
"852","add"
"853","prerequisite"
"854","deem"
"855","necessary"
"856","grades"
"857","yoononchwari2006"
"858","preschool"
"859","settings"
"860","fledgling"
"861","milleretal2013"
"862","last"
"863","century"
"864","greatly"
"865","influenced"
"866","childrens"
"867","investigative"
"868","competencies"
"869","designed"
"870","compatible"
"871","playbased"
"872","hatch2010"
"873","integrating"
"874","play"
"875","nsta2014"
"876","position"
"877","statement"
"878","declares"
"879","educators"
"880","nurture"
"881","focus"
"882","connect"
"883","ngssleadstates2013"
"884","academic"
"885","arisen"
"886","modified"
"887","version"
"888","methods"
"889","course"
"890","midwestern"
"891","university"
"892","united"
"893","states"
"894","20"
"895","4year"
"896","olds"
"897","centre"
"898","midwest"
"899","taught"
"900","preservice"
"901","enrolled"
"902","majors"
"903","field"
"904","requirement"
"905","lesson"
"906","plans"
"907","interaction"
"908","adults"
"909","reflections"
"910","assigned"
"911","voluntary"
"912","first"
"913","classes"
"914","specifically"
"915","outdoor"
"916","acreage"
"917","exploratory"
"918","preschoolers"
"919","frequently"
"920","observed"
"921","climbing"
"922","logs"
"923","wood"
"924","aesthetically"
"925","placed"
"926","grounds"
"927","dam"
"928","ditch"
"929","pieces"
"930","chasing"
"931","frog"
"932","space"
"933","crevice"
"934","spiders"
"935","excited"
"936","independence"
"937","learn"
"938","discovery"
"939","session"
"940","planned"
"941","incorporate"
"942","topics"
"943","plant"
"944","animal"
"945","characteristics"
"946","habitats"
"947","related"
"948","landscape"
"949","attribute"
"950","success"
"951","robust"
"952","namely"
"953","engage"
"954","explain"
"955","elaborate"
"956","evaluate"
"957","description"
"958","purpose"
"959","presented"
"960","text"
"961","interpreted"
"962","perceived"
"963","cultural<U+2013>historical"
"964","viewpoint"
"965","section"
"966","trundleetal2010"
"967","importance"
"968","contemporary"
"969","intuitive"
"970","gopnik2012"
"971","pts"
"972","kindergartners"
"973","facilitator"
"974","provocateur"
"975","wien2014"
"976","central"
"977","tenets"
"978","reformbased"
"979","integration"
"980","bransfordetal2000"
"981","topic"
"982","broken"
"983","smaller"
"984","focused"
"985","krajciketal2003"
"986","2014"
"987","national"
"988","association"
"989","nsta"
"990","stressed"
"991","level"
"992","order"
"993","strengthen"
"994","council"
"995","inclusion"
"996","nrc20072012"
"997","recommended"
"998","drive"
"999","identifying"
"1000","answered"
"1001","conducting"
"1002","appropriate"
"1003","tools"
"1004","equipment"
"1005","communicate"
"1006","nsta2004a"
"1007","crucial"
"1008","component"
"1009","express"
"1010","unlike"
"1011","older"
"1012","reading"
"1013","writing"
"1014","beginning"
"1015","build"
"1016","faced"
"1017","challenge"
"1018","alternative"
"1019","encourage"
"1020","representation"
"1021","element"
"1022","different"
"1023","visible"
"1024","expressed"
"1025","though"
"1026","various"
"1027","visual"
"1028","arts"
"1029","drawings"
"1030","photography"
"1031","collect"
"1032","analyze"
"1033","produce"
"1034","promising"
"1035","studies"
"1036","help"
"1037","generate"
"1038","predictions"
"1039","effectively"
"1040","production"
"1041","studied"
"1042","lehrer"
"1043","schauble2006"
"1044","overarching"
"1045","intent"
"1046","sparks"
"1047","anchors"
"1048","conversations"
"1049","want"
"1050","structured"
"1051","intentionally"
"1052","adaptable"
"1053","represent"
"1054","emerging"
"1055","accurate"
"1056","inaccurate"
"1057","critiqued"
"1058","refined"
"1059","producing"
"1060","collective"
"1061","key"
"1062","components"
"1063","lpp"
"1064","system"
"1065","1"
"1066","augmented"
"1067","reality"
"1068","vision"
"1069","record"
"1070","display"
"1071","actions"
"1072","locations"
"1073","2"
"1074","translates"
"1075","motion"
"1076","physics"
"1077","engine"
"1078","generates"
"1079","response"
"1080","sensing"
"1081","commercially"
"1082","available"
"1083","source"
"1084","tracking"
"1085","pattern"
"1086","recognition"
"1087","technologies"
"1088","kato2006"
"1089","inexpensive"
"1090","virtual"
"1091","12"
"1092","x"
"1093","carpet"
"1094","front"
"1095","tracked"
"1096","instantly"
"1097","imported"
"1098","microworld"
"1099","allows"
"1100","force"
"1101","simulated"
"1102","summarize"
"1103","started"
"1104","activity"
"1105","prediction"
"1106","technology"
"1107","translated"
"1108","animation"
"1109","combined"
"1110","symbolic"
"1111","marked"
"1112","embodied"
"1113","end"
"1114","net"
"1115","gamelike"
"1116","6<U+2013>8"
"1117","yearold"
"1118","interrogate"
"1119","roseberyetal2005"
"1120","refining"
"1121","participatory"
"1122","danish2009"
"1123","skits"
"1124","enact"
"1125","principle"
"1126","leverage"
"1127","resource"
"1128","displaying"
"1129","builds"
"1130","kind"
"1131","engagement"
"1132","seen"
"1133","simulations"
"1134","colella2000"
"1135","shifts"
"1136","trying"
"1137","desired"
"1138","resultand"
"1139","affect"
"1140","accompanies"
"1141","type"
"1142","explicitly"
"1143","evaluating"
"1144","rules"
"1145","underlie"
"1146","simulation"
"1147","multi"
"1148","faceted"
"1149","aimed"
"1150","researcher"
"1151","choice"
"1152","changes"
"1153","water"
"1154","pedagogically"
"1155","single"
"1156","garritz2012"
"1157","newmanetal2004"
"1158","characterized"
"1159","progressively"
"1160","employed"
"1161","raising"
"1162","collecting"
"1163","already"
"1164","known"
"1165","drawing"
"1166","interacademy"
"1167","partnership"
"1168","iap2010p19"
"1169","among"
"1170","perspective"
"1171","requires"
"1172","caamano2012"
"1173","criadogarc<U+00ED>acarmona2011"
"1174","harlen2014"
"1175","representing"
"1176","score2013"
"1177","therefore"
"1178","hodson2014"
"1179","promotion"
"1180","exa"
"1181","seems"
"1182","agreement"
"1183","following"
"1184","ledermanetal2014"
"1185","inquiries"
"1186","necessarily"
"1187","hypothesis"
"1188","ii"
"1189","method"
"1190","iii"
"1191","posed"
"1192","iv"
"1193","get"
"1194","v"
"1195","influence"
"1196","vi"
"1197","must"
"1198","consistent"
"1199","acquired"
"1200","vii"
"1201","numbers"
"1202","descriptions"
"1203","images"
"1204","etc"
"1205","product"
"1206","interpretation"
"1207","viii"
"1208","combination"
"1209","phenomenon"
"1210","mentioned"
"1211","formulation"
"1212","even"
"1213","hypotheses"
"1214","statements"
"1215","tentative"
"1216","depending"
"1217","three"
"1218","types"
"1219","distinguished"
"1220","guisasolaetal2006"
"1221","stating"
"1222","yet"
"1223","confirmed"
"1224","factual"
"1225","events"
"1226","explanatory"
"1227","speculating"
"1228","reasons"
"1229","deductive"
"1230","predicted"
"1231","reached"
"1232","trueprocedural"
"1233","referring"
"1234","measurements"
"1235","procedural"
"1236","modifying"
"1237","test"
"1238","measurement"
"1239","confirmation"
"1240","indicates"
"1241","procedure"
"1242","follow"
"1243","obtain"
"1244","beforehand"
"1245","either"
"1246","acquisition"
"1247","organization"
"1248","recorded"
"1249","procedures"
"1250","formulate"
"1251","report"
"1252","findings"
"1253","describe"
"1254","area"
"1255","menmuiradams1997processes"
"1256","inconjunction"
"1257","mathematics"
"1258","epstein2007"
"1259","french2004"
"1260","gerdeetal2013"
"1261","menmuiradams1997"
"1262","afford"
"1263","fascination"
"1264","collaborations"
"1265","rich"
"1266","french2004p147"
"1267","just"
"1268","static"
"1269","prescribed"
"1270","units"
"1271","big"
"1272","gelmanbrenneman2012"
"1273","wasserman2015"
"1274","constructive"
"1275","approaches"
"1276","gelmanetal2010"
"1277","greenfieldetal2009"
"1278","inanetal2010"
"1279","addition"
"1280","cyclic"
"1281","continue"
"1282","seek"
"1283","apply"
"1284","emergent"
"1285","gelmanbrenneman2004"
"1286","enables"
"1287","integrate"
"1288","math"
"1289","linking"
"1290","extant"
"1291","bjorklund2011"
"1292","paper"
"1293","detailed"
"1294","case"
"1295","implemented"
"1296","forensic"
"1297","fouryearold"
"1298","participants"
"1299","platform"
"1300","prepared"
"1301","hackling2007"
"1302","manipulation"
"1303","gaining"
"1304","heart"
"1305","crawford2009"
"1306","engages"
"1307","encourages"
"1308","excitement"
"1309","supports"
"1310","working"
"1311","scientist"
"1312","crawford2007"
"1313","appears"
"1314","provides"
"1315","collection"
"1316","hackling2005"
"1317","hedges2000"
"1318","involve"
"1319","manipulating"
"1320","recording"
"1321","interpreting"
"1322","acknowledges"
"1323","agents"
"1324","communicators"
"1325","hedges2000p18"
"1326","issues"
"1327","select"
"1328","samarapungavanetal2008"
"1329","commented"
"1330","universal"
"1331","novices"
"1332","p903"
"1333","lacking"
"1334","discipline"
"1335","numeracy"
"1336","included"
"1337","modelling"
"1338","guiding"
"1339","discourse"
"1340","assisting"
"1341","better"
"1342","outcomes"
"1343","relevant"
"1344","located"
"1345","examined"
"1346","kindergarten"
"1347","monarch"
"1348","butterfly"
"1349","indicated"
"1350","successfully"
"1351","conduct"
"1352","extend"
"1353","revise"
"1354","measured"
"1355","portfolios"
"1356","highly"
"1357","proficient"
"1358","generating"
"1359","observing"
"1360","communicating"
"1361","peterson"
"1362","french2008"
"1363","week"
"1364","colour"
"1365","mixing"
"1366","conversational"
"1367","partners"
"1368","investigators"
"1369","dynamic"
"1370","coconstructors"
"1371","demonstrate"
"1372","literate"
"1373","introduce"
"1374","curious"
"1375","surrounding"
"1376","easier"
"1377","concrete"
"1378","gain"
"1379","harlenqualter2004"
"1380","cepnietal2006"
"1381","divided"
"1382","groups"
"1383","causal"
"1384","gained"
"1385","since"
"1386","birth"
"1387","repeated"
"1388","estimation"
"1389","classification"
"1390","howejones1998"
"1391","hypothesizing"
"1392","checking"
"1393","advanced"
"1394","periods"
"1395","lind2000"
"1396","kefietal2013"
"1397","ages"
"1398","without"
"1399","sip"
"1400","basis"
"1401","evaluated"
"1402","correspondence"
"1403","subjects"
"1404","hacking19921995"
"1405","mapping"
"1406","laboratory"
"1407","practiced"
"1408","subjecting"
"1409","systematic"
"1410","bottomup"
"1411","material"
"1412","entities"
"1413","internal"
"1414","characteristic"
"1415","hackings"
"1416","psillos"
"1417","tselfes"
"1418","kariotoglou2004"
"1419","establishing"
"1420","aims"
"1421","enabling"
"1422","peters2006"
"1423","thought"
"1424","improve"
"1425","hogan2000"
"1426","hoganmaglienti2001"
"1427","deboo2000"
"1428","lind1999"
"1429","novak1977"
"1430","major"
"1431","overwhelmingly"
"1432","nses"
"1433","american"
"1434","council1996"
"1435","guidelines"
"1436","bredekampcopple1997"
"1437","grade"
"1438","act"
"1439","associated"
"1440","techniques"
"1441","critically"
"1442","logically"
"1443","relationships"
"1444","arguments"
"1445","coordination"
"1446","relies"
"1447","tend"
"1448","mind"
"1449","speak"
"1450","analytical"
"1451","connects"
"1452","emphasis"
"1453","added"
"1454","eshachfried2005p327"
"1455","harlen1996"
"1456","lind"
"1457","argues"
"1458","preprimarylevel"
"1459","aim"
"1460","relating"
"1461","previously"
"1462","nses1996"
"1463","advance"
"1464","whose"
"1465","fleer1993"
"1466","depth"
"1467","complexity"
"1468","bredekampcople1997"
"1469","eshachfried2005"
"1470","discussed"
"1471","earlier"
"1472","hacking1992"
"1473","psillosetal2004"
"1474","occurs"
"1475","structure"
"1476","bridge"
"1477","current"
"1478","rogoff1990"
"1479","vygotsky1978"
"1480","ermeling2010"
"1481","inquisitiveness"
"1482","edwardsetal2011"
"1483","impact"
"1484","questioning"
"1485","let"
"1486","giving"
"1487","seven"
"1488","experimenting"
"1489","conclusion"
"1490","grouped"
"1491","four"
"1492","plan"
"1493","predict"
"1494","3"
"1495","4"
"1496","conjunction"
"1497","multiday"
"1498","projects"
"1499","higher"
"1500","predicting"
"1501","lens"
"1502","carries"
"1503","beyond"
"1504","p21"
"1505","assert"
"1506","objects"
"1507","identify"
"1508","assumptions"
"1509","consider"
"1510","combining"
"1511","p2"
"1512","drawn"
"1513","eickreed2002"
"1514","orientation"
"1515","bianchinicolburn2000"
"1516","lambert2007"
"1517","describes"
"1518","inferring"
"1519","judging"
"1520","generalizing"
"1521","decisionmaking"
"1522","p389"
"1523","interpret"
"1524","nrc1996"
"1525","bodzinbeerer2003"
"1526","rubric"
"1527","stir"
"1528","rate"
"1529","six"
"1530","categories"
"1531","explained"
"1532","prospective"
"1533","year"
"1534","windschitl2003"
"1535","cookbook"
"1536","labs"
"1537","verify"
"1538","discover"
"1539","unknown"
"1540","answer"
"1541","independent"
"1542","p114"
"1543","understood"
"1544","small"
"1545","sensemaking"
"1546","discussions"
"1547","hand"
"1548","promote"
"1549","structuring"
"1550","standard"
"1551","matching"
"1552","along"
"1553","trundlesackes2012"
"1554","regard"
"1555","accompanying"
"1556","appleton2008"
"1557","progression"
"1558","specified"
"1559","unproductive"
"1560","low"
"1561","selfregulation"
"1562","capacities"
"1563","persistent"
"1564","misconceptions"
"1565","traditional"
"1566","fail"
"1567","longterm"
"1568","restructuring"
"1569","duittreagust2003"
"1570","holliday2006"
"1571","propose"
"1572","foci"
"1573","intended"
"1574","features"
"1575","targeted"
"1576","b"
"1577","embedding"
"1578","threestep"
"1579","increasingly"
"1580","responsibility"
"1581","scaffolds"
"1582","instructionally"
"1583","sensitive"
"1584","ensure"
"1585","floating"
"1586","sinking"
"1587","usually"
"1588","salient"
"1589","shape"
"1590","weight"
"1591","size"
"1592","targeting"
"1593","properties"
"1594","similarities"
"1595","samematerial"
"1596","verbally"
"1597","nonverbally"
"1598","function"
"1599","invitation"
"1600","comparison"
"1601","namygentner2002"
"1602","stimulate"
"1603","educated"
"1604","expectations"
"1605","justify"
"1606","argument"
"1607","bybee2006"
"1608","molleretal2012"
"1609","wisersmith2008"
"1610","pointed"
"1611","plastic"
"1612","adjective"
"1613","guides"
"1614","generalization"
"1615","kinds"
"1616","shininess"
"1617","lightness"
"1618","p209"
"1619","grammatical"
"1620","opposed"
"1621","cup"
"1622","draws"
"1623","attention"
"1624","detect"
"1625","appearance"
"1626","concerning"
"1627","solid"
"1628","differ"
"1629","consist"
"1630","putting"
"1631","problembased"
"1632","scaffold"
"1633","hmelosilver2006authentic"
"1634","personally"
"1635","pintrich"
"1636","marxboyle1993"
"1637","perspectives"
"1638","paths"
"1639","mayerwittrock2006"
"1640","linneylon2006"
"1641","contextualized"
"1642","float"
"1643","sink"
"1644","avoid"
"1645","stepbystep"
"1646","initially"
"1647","unable"
"1648","broader"
"1649","fruitful"
"1650","leave"
"1651","organizing"
"1652","schiefelepekrun1996"
"1653","patterns"
"1654","indeed"
"1655","stimulated"
"1656","carried"
"1657","selfreliant"
"1658","hiemstra2000"
"1659","summarizes"
"1660","bscs"
"1661","elaboration"
"1662","considers"
"1663","preparation"
"1664","motivation"
"1665","groupconcerning"
"1666","introduction"
"1667","domainspecific"
"1668","capabilities"
"1669","coneziofrench2002"
"1670","executive"
"1671","garon"
"1672","brysonsmith2008"
"1673","operation"
"1674","adaptively"
"1675","elaborating"
"1676","providing"
"1677","fading"
"1678","aids"
"1679","carrying"
"1680","lepperetal1997"
"1681","examine"
"1682","detecting"
"1683","kuhn2009"
"1684","frame"
"1685","mistakes"
"1686","kloosvanorden2005"
"1687","experiential"
"1688","oversimplified"
"1689","breunig2008"
"1690","roberts2011"
"1691","regarded"
"1692","founders"
"1693","believed"
"1694","isolation"
"1695","emphasized"
"1696","local"
